x,y,z
-3.397685494555065855e+00,-3.569436339329691510e+00,2.065183144516717206e+01
-3.424610541775531480e+00,-3.790429051776632363e+00,2.023214681802318538e+01
-3.470704413165088376e+00,-4.026027954528061059e+00,1.983260227052241831e+01
-3.535581013101255721e+00,-4.277248675157941271e+00,1.945412906378809481e+01
-3.618993308330777037e+00,-4.545219463955569417e+00,1.909781965755884059e+01
-3.720829532837865550e+00,-4.831154732031376575e+00,1.876495090223808049e+01
-3.841107198799142530e+00,-5.136327554646274329e+00,1.845700935638598139e+01
-3.979964950787190148e+00,-5.462039670411779291e+00,1.817571880142844520e+01
-4.137652153783929698e+00,-5.809587317915791971e+00,1.792306981155231327e+01
-4.314515943379781504e+00,-6.180221058714427507e+00,1.770135098230246484e+01
-4.510985312250092250e+00,-6.575097540998356749e+00,1.751318108688342789e+01
-4.727551640464471738e+00,-6.995220957984004784e+00,1.736154097526545570e+01
-4.964744912622617967e+00,-7.441371793784237632e+00,1.724980344053611248e+01
-5.223104700476515205e+00,-7.914020359203586708e+00,1.718175850745473454e+01
-5.503144835444843785e+00,-8.413222675655751104e+00,1.716163056767617334e+01
-5.805310625437024363e+00,-8.938496496184400897e+00,1.719408296900367006e+01
-6.129927250930902183e+00,-9.488675967700888947e+00,1.728420316643873988e+01
-6.477138249055354180e+00,-1.006174449580696084e+01,1.743746155994638158e+01
-6.846832909576585635e+00,-1.065464718236704300e+01,1.765963401306316527e+01
-7.238561827446330810e+00,-1.126308665197269576e+01,1.795667717325093804e+01
-7.651440809810972965e+00,-1.188131210635141244e+01,1.833454337437391857e+01
-8.084043662557588661e+00,-1.250191104545176657e+01,1.879892489091556484e+01
-8.534286573678027565e+00,-1.311562785561194211e+01,1.935491275737355821e+01
-8.999308437344273770e+00,-1.371123288407827800e+01,2.000656549840372023e+01
-9.475353978887602224e+00,-1.427547882772128851e+01,2.075638491604464875e+01
-9.957669743879870694e+00,-1.479318557312485538e+01,2.160471092958764316e+01
-1.044042611091901307e+01,-1.524749916616697298e+01,2.254906139038381241e+01
-1.091668159990035569e+01,-1.562036859258280863e+01,2.358346460533479672e+01
-1.137840786447037189e+01,-1.589327325364153154e+01,2.469785451501500972e+01
-1.181659427243220151e+01,-1.604821006649165582e+01,2.587762240859251150e+01
-1.222144801037135231e+01,-1.606891646607416035e+01,2.710342937436694655e+01
-1.258270042145662337e+01,-1.594225432541444576e+01,2.835139160932309466e+01
-1.289001860404864708e+01,-1.565963179317066256e+01,2.959372119007996105e+01
-1.313350844785361460e+01,-1.521829024134188479e+01,3.079986528088911513e+01
-1.330427759946272026e+01,-1.462225980656653945e+01,3.193810824385203517e+01
-1.339501207872973154e+01,-1.388279380998083923e+01,3.297751911420602511e+01
-1.340050811760011129e+01,-1.301814553562835108e+01,3.389004006949684111e+01
-1.331809818741626472e+01,-1.205263779011119496e+01,3.465246195801793050e+01
-1.314791588391670096e+01,-1.101509604427898203e+01,3.524801475806706463e+01
-1.289296260689304674e+01,-9.936824491276677662e+00,3.566735577276162417e+01
-1.255896356064341290e+01,-8.849386901375375203e+00,3.590882941986564703e+01
-1.215402860703760446e+01,-7.782481501194109974e+00,3.597799663513546875e+01
-1.168815824794179647e+01,-6.762166507497192391e+00,3.588654838207840925e+01
-1.117265234705993571e+01,-5.809613581630858725e+00,3.565080436280987897e+01
-1.061948538916702489e+01,-4.940462466946009989e+00,3.529003322300611956e+01
-1.004070813968979436e+01,-4.164750187804077797e+00,3.482481747671602790e+01
-9.447923306427934875e+00,-3.487311235404797483e+00,3.427563524455979405e+01
-8.851866310911429281e+00,-2.908505401316094474e+00,3.366176227517964037e+01
-8.262104825866623870e+00,-2.425122131729367414e+00,3.300052836494990771e+01
-7.686856164953367099e+00,-2.031329470530470527e+00,3.230690881421676863e+01
-7.132910307816894502e+00,-1.719568309026827224e+00,3.159339511526057009e+01
-6.605640046056305614e+00,-1.481329444187688971e+00,3.087007415445213709e+01
-6.109077114737954339e+00,-1.307783391346698521e+00,3.014484441974633810e+01
-5.646033624429865228e+00,-1.190258061699688730e+00,2.942370707342384151e+01
-5.218250506186228321e+00,-1.120575509890608279e+00,2.871108344182626126e+01
-4.826557770826057414e+00,-1.091269159201179617e+00,2.801012492439782164e+01
-4.471035455255344182e+00,-1.095704418851383144e+00,2.732299482210189367e+01
-4.151166976803867925e+00,-1.128126610883349645e+00,2.665111127453039686e+01
-3.865979799940975958e+00,-1.183656599655322106e+00,2.599534824811200551e+01
-3.614170445424175426e+00,-1.258251650499759400e+00,2.535619619425498072e+01
-3.394212807854383840e+00,-1.348644425700936456e+00,2.473388677690678250e+01
-3.204449677299362254e+00,-1.452270763841748247e+00,2.412848719675895737e+01
-3.043168459985121643e+00,-1.567193288687674491e+00,2.353996997718651585e+01
-2.908662423061803892e+00,-1.692025868386565657e+00,2.296826365172311668e+01
-2.799279104226510384e+00,-1.825862232741413349e+00,2.241328914282209794e+01
-2.713457605425864116e+00,-1.968210619212092061e+00,2.187498580516516711e+01
-2.649756445288887097e+00,-2.118935549134000507e+00,2.135333040177446406e+01
-2.606873588527782282e+00,-2.278206974548730113e+00,2.084835151859571312e+01
-2.583660075739563133e+00,-2.446456698376979322e+00,2.036014138451171007e+01
-2.579128548303031288e+00,-2.624341611577221567e+00,1.988886657899683286e+01
-2.592457761960301532e+00,-2.812713105872789221e+00,1.943477875564569857e+01
-2.622994031170035711e+00,-3.012591865977026107e+00,1.899822624162296947e+01
-2.670250360069727602e+00,-3.225147156641539059e+00,1.857966716930941331e+01
-2.733903863004552015e+00,-3.451679677074227737e+00,1.817968471276935460e+01
-2.813791936102735480e+00,-3.693606953564530393e+00,1.779900487061961201e+01
-2.909907475922792308e+00,-3.952450191025615123e+00,1.743851719732504790e+01
-3.022393328460458051e+00,-4.229821417327984001e+00,1.709929886674521882e+01
-3.151536004244721578e+00,-4.527409622449312998e+00,1.678264239277943659e+01
-3.297758567690284082e+00,-4.846964440919799166e+00,1.649008729182666144e+01
-3.461612463881728718e+00,-5.190275718466237365e+00,1.622345588238360392e+01
-3.643767906478242669e+00,-5.559147043681280209e+00,1.598489328366652984e+01
-3.845002259605230233e+00,-5.955360965970465159e+00,1.577691142465900320e+01
-4.066185752819333921e+00,-6.380633410376863601e+00,1.560243663587247731e+01
-4.308263527413676464e+00,-6.836554117235706052e+00,1.546485975742410623e+01
-4.572232939523285467e+00,-7.324509787105947467e+00,1.536808713701980267e+01
-4.859114704714570188e+00,-7.845586021124858256e+00,1.531658983392801332e+01
-5.169916267871117022e+00,-8.400443939524333103e+00,1.531544706466148753e+01
-5.505585520278174272e+00,-8.989167265955265052e+00,1.537037820935733023e+01
-5.866952776846080297e+00,-9.611076008249263225e+00,1.548775545139864818e+01
-6.254658817901088241e+00,-1.026450375317452668e+01,1.567458681022019817e+01
-6.669066746089855613e+00,-1.094653775367719462e+01,1.593845533285586136e+01
-7.110155804578105254e+00,-1.165272409681492682e+01,1.628739821453741499e+01
-7.577395800755414967e+00,-1.237674554095535839e+01,1.672970528868784257e+01
-8.069602106698566146e+00,-1.311008750213276386e+01,1.727361449363609935e+01
-8.584773111568546611e+00,-1.384171734087603589e+01,1.792688165575420456e+01
-9.119914632092202211e+00,-1.455781510499028997e+01,1.869620470116622357e+01
-9.670860135296937443e+00,-1.524160962068845571e+01,1.958649101527150904e+01
-1.023210017351758694e+01,-1.587338724127254785e+01,2.059997267935469267e+01
-1.079664046172833913e+01,-1.643075333556713247e+01,2.173520014602808104e+01
-1.135591393869833965e+01,-1.688922892885935312e+01,2.298597961255225286e+01
-1.189977714522763463e+01,-1.722325313373754696e+01,2.434036329879096883e+01
-1.241662368284002405e+01,-1.740762814042036766e+01,2.577984564323365646e+01
-1.289364501851320632e+01,-1.741937994704310100e+01,2.727895625641851751e+01
-1.331725980980084501e+01,-1.723992904285513106e+01,2.880544457709116202e+01
-1.367371546316591235e+01,-1.685735378183933975e+01,3.032122829053664148e+01
-1.394984063435028077e+01,-1.626844550836562675e+01,3.178418475248742325e+01
-1.413389698559574192e+01,-1.548019520347907729e+01,3.315073044564071836e+01
-1.421644974966235075e+01,-1.451036937638001945e+01,3.437896429729056536e+01
-1.419115598561701042e+01,-1.338693927451203791e+01,3.543199157084176676e+01
-1.405536519241943694e+01,-1.214631376478382130e+01,3.628094743140939471e+01
-1.381044291151479797e+01,-1.083055334677605863e+01,3.690724388352824548e+01
-1.346176413577631514e+01,-9.483952413560450267e+00,3.730368433610866674e+01
-1.301837195187976270e+01,-8.149500544901565391e+00,3.747430221306480291e+01
-1.249234713602440472e+01,-6.865737091968378891e+00,3.743302274959215481e+01
-1.189797436341972414e+01,-5.664401259038591263e+00,3.720145231386732831e+01
-1.125081204489549513e+01,-4.569089795962436362e+00,3.680621550235554906e+01
-1.056677275855713916e+01,-3.594930452857540537e+00,3.627626800878033464e+01
-9.861303272935687758e+00,-2.749111297940396437e+00,3.564053190833526941e+01
-9.148724286930596250e+00,-2.032010489634378470e+00,3.492606893426064119e+01
-8.441758155924768303e+00,-1.438646820671275028e+00,3.415686944364519206e+01
-7.751245006005802907e+00,-9.602056117442752114e-01,3.335322387489925688e+01
-7.086027121214474533e+00,-5.854588582816766529e-01,3.253157277789424739e+01
-6.452969676696584500e+00,-3.019711300375985119e-01,3.170470184019196225e+01
-5.857081895693517559e+00,-9.704531100346482086e-02,3.088215072613090939e+01
-5.301703934684651287e+00,4.159118337478449889e-02,3.007072469783340551e+01
-4.788729829549918549e+00,1.253308744769128236e-01,2.927502699348404036e+01
-4.318843112868603562e+00,1.644197098724034523e-01,2.849795824392481691e+01
-3.891748026490733370e+00,1.678347380682370105e-01,2.774115294922753350e+01
-3.506385068497915203e+00,1.432649316803398243e-01,2.700534103693822274e+01
-3.161124303412121250e+00,9.716124836822384592e-02,2.629063445309892444e+01
-2.853933250907868757e+00,3.482876614035300411e-02,2.559674549028429880e+01
-2.582518820825225436e+00,-3.945871689043863040e-02,2.492314711871771138e+01
-2.344444337144410362e+00,-1.223355974095110127e-01,2.426918639042344239e+01
-2.137223690319734359e+00,-2.112222028765222415e-01,2.363416142988737789e+01
-1.958395176343158406e+00,-3.042092381712584448e-01,2.301737122587862316e+01
-1.805577782230506134e+00,-3.999522478918534074e-01,2.241814584714989422e+01
-1.676512628105962133e+00,-4.975777517894911517e-01,2.183586310621921811e+01
-1.569092117048882518e+00,-5.966015538041335997e-01,2.126995626397743777e+01
-1.481379119204158545e+00,-6.968589693111035821e-01,2.071991616279788317e+01
-1.411618239092953697e+00,-7.984462852168674463e-01,2.018529020294941034e+01
-1.358240943861606542e+00,-9.016725376177047169e-01,1.966567984669573121e+01
-1.319866075247001502e+00,-1.007020549273464516e+00,1.916073775894369291e+01
-1.295297006658586270e+00,-1.115116175628198425e+00,1.867016531504078714e+01
-1.283516499613245987e+00,-1.226704725839908416e+00,1.819371092974139614e+01
-1.283680114972771680e+00,-1.342633591196843224e+00,1.773116948756333144e+01
-1.295108859324335171e+00,-1.463840197651773201e+00,1.728238304869398689e+01
-1.317281612216151476e+00,-1.591344481100763097e+00,1.684724295225272783e+01
-1.349827749316192538e+00,-1.726245176117825464e+00,1.642569342706836366e+01
-1.392520258929936361e+00,-1.869719288499772203e+00,1.601773679869484823e+01
-1.445269620886651118e+00,-2.023024182459208120e+00,1.562344050110344540e+01
-1.508118547555146405e+00,-2.187501784382519965e+00,1.524294600061542226e+01
-1.581237722586958938e+00,-2.364584430754404387e+00,1.487647993888566411e+01
-1.664922560101570914e+00,-2.555801896219755065e+00,1.452436777465380935e+01
-1.759590973325243946e+00,-2.762789161778146152e+00,1.418705029673455442e+01
-1.865782121818692962e+00,-2.987294406420195614e+00,1.386510348190868314e+01
-1.984156017334339994e+00,-3.231186640831389401e+00,1.355926223147216803e+01
-2.115493851771168554e+00,-3.496462323420050478e+00,1.327044860313523778e+01
-2.260698844173171906e+00,-3.785250082593310861e+00,1.299980526421460780e+01
-2.420797315941026984e+00,-4.099812413095860641e+00,1.274873495100955623e+01
-2.596939625887152658e+00,-4.442543011811205034e+00,1.251894677582578019e+01
-2.790400492988903025e+00,-4.815957937999745475e+00,1.231251028408813930e+01
-3.002578007766870893e+00,-5.222678010896306233e+00,1.213191801096951217e+01
-3.234990600052238818e+00,-5.665400006584731862e+00,1.198015737386142554e+01
-3.489270785997829805e+00,-6.146852100530759699e+00,1.186079211927107835e+01
-3.767154364372899966e+00,-6.669729409230322759e+00,1.177805332670489591e+01
-4.070463285772371265e+00,-7.236603290746237427e+00,1.173693887823511695e+01
-4.401079977055721848e+00,-7.849797370861049117e+00,1.174331904845566221e+01
-4.760910348599924902e+00,-8.511221744910896447e+00,1.180404383308341920e+01
-5.151832140025483397e+00,-9.222155594879817286e+00,1.192704471494727869e+01
-5.575624587504267815e+00,-9.982967767483113875e+00,1.212141968336809406e+01
-6.033874718031688289e+00,-1.079276468192774985e+01,1.239748449073120717e+01
-6.527855217923926645e+00,-1.164895691753210549e+01,1.276676692625745702e+01
-7.058368491971137360e+00,-1.254673971047141379e+01,1.324191174048423392e+01
-7.625552081728533160e+00,-1.347849098430541837e+01,1.383645484684461735e+01
-8.228641849145429177e+00,-1.443310374096192916e+01,1.456441596797135496e+01
-8.865692781038537973e+00,-1.539529393114266043e+01,1.543965037773680749e+01
-9.533261349540527618e+00,-1.634494621623272792e+01,1.647490395311034206e+01
-1.022606236047692541e+01,-1.725661122803931491e+01,1.768051837901482060e+01
-1.093662348256633798e+01,-1.809929836852874274e+01,1.906277119154026423e+01
-1.165497496086589635e+01,-1.883675825699366513e+01,2.062188506473409433e+01
-1.236842801572987938e+01,-1.942846810893779974e+01,2.234983083990985975e+01
-1.306151065727655869e+01,-1.983152007558252450e+01,2.422816759785917995e+01
-1.371613802733442000e+01,-2.000353484567621010e+01,2.622628613836789313e+01
-1.431209295839942364e+01,-1.990656029070843758e+01,2.830054475025931993e+01
-1.482786918779336460e+01,-1.951167156968945804e+01,3.039481146437109516e+01
-1.524188360119172536e+01,-1.880369344690296529e+01,3.244283440456579370e+01
-1.553399562019055224e+01,-1.778521086514561489e+01,3.437258871230055490e+01
-1.568719072815745008e+01,-1.647892087814370399e+01,3.611231569149847331e+01
-1.568921353388524764e+01,-1.492752507285705832e+01,3.759747509673631072e+01
-1.553389908696634514e+01,-1.319079235786014692e+01,3.877744068527940158e+01
-1.522196883326289729e+01,-1.134005442806220820e+01,3.962065150212004738e+01
-1.476113729169922273e+01,-9.451040170046253408e+00,4.011719179948089220e+01
-1.416549883829409850e+01,-7.596366956742532928e+00,4.027835363852098283e+01
-1.345429722461837763e+01,-5.839041635027386157e+00,4.013344536842708976e+01
-1.265028537666852770e+01,-4.227977558222622001e+00,3.972470024976177427e+01
-1.177793208615318932e+01,-2.795959241827670194e+00,3.910142648876737326e+01
-1.086171993618249765e+01,-1.559904239290961669e+00,3.831448232543824162e+01
-9.924719410332507152e+00,-5.228541906419299501e-01,3.741184716215597916e+01
-8.987542044392760943e+00,3.230432208415920936e-01,3.643564772799724238e+01
-8.067696314059951135e+00,9.932548431138621403e-01,3.542063116103646792e+01
-7.179309548757750292e+00,1.507802385089531239e+00,3.439383369095107668e+01
-6.333143837654038322e+00,1.888724143891702179e+00,3.337508846901835113e+01
-5.536821622685608624e+00,2.158170486699010127e+00,3.237801892530670500e+01
-4.795180851478597184e+00,2.337112917027291736e+00,3.141122897953714244e+01
-4.110693147178094087e+00,2.444572594236294805e+00,3.047948839775309438e+01
-3.483895333407389661e+00,2.497247757672000912e+00,2.958479366821491396e+01
-2.913800874754777670e+00,2.509422326304332262e+00,2.872724917538767642e+01
-2.398271361252577893e+00,2.493056334875787705e+00,2.790575720584064001e+01
-1.934338408906151052e+00,2.457981895469377509e+00,2.711853128191810569e+01
-1.518473447333726245e+00,2.412150530628371925e+00,2.636345973420282007e+01
-1.146807314727230409e+00,2.361895955607808961e+00,2.563834995667282612e+01
-8.153041375194292062e-01,2.312190202602701916e+00,2.494108238829410951e+01
-5.198951403027863849e-01,2.266880728504980791e+00,2.426969922531683821e+01
-2.565783258912859299e-01,2.228902593318098369e+00,2.362244807590423079e+01
-2.148977309097628574e-02,2.200463934620360718e+00,2.299779611035059190e+01
1.890482328121492195e-01,2.183205285082752134e+00,2.239442614582400282e+01
3.784976175674947263e-01,2.178334632803760496e+00,2.181122278912834744e+01
5.500895324657795182e-01,2.186740704043214301e+00,2.124725415615487378e+01
7.068206294358934105e-01,2.209087142357731182e+00,2.070175277094594790e+01
8.514578370322491985e-01,2.245890209783310887e+00,2.017409786550247830e+01
9.865493798791268310e-01,2.297582464891969600e+00,1.966380034626318718e+01
1.114440221491961980e+00,2.364564631412342965e+00,1.917049108600840412e+01
1.237290483378110428e+00,2.447247618325606666e+00,1.869391280407344880e+01
1.357095704051886731e+00,2.546086387494070014e+00,1.823391559298145381e+01
1.475708054078473275e+00,2.661607116611673263e+00,1.779045605173292444e+01
1.594857846993976924e+00,2.794428844603944029e+00,1.736359996425960261e+01
1.716174836267577941e+00,2.945280563917406447e+00,1.695352849931435202e+01
1.841208918052723575e+00,3.115014495762782776e+00,1.656054796794093775e+01
1.971449966535263387e+00,3.304616045434198845e+00,1.618510325100166725e+01
2.108346579479356553e+00,3.515210714991841456e+00,1.582779509809449614e+01
2.253323552890835302e+00,3.748068006697826693e+00,1.548940158339432394e+01
2.407797910574076994e+00,4.004602086914408332e+00,1.517090408467480600e+01
2.573193294071589143e+00,4.286368717683043172e+00,1.487351820837023375e+01
2.750952480885993978e+00,4.595057588596686671e+00,1.459873013191804247e+01
2.942547710988153931e+00,4.932478848750344369e+00,1.434833882948678330e+01
3.149488397707785214e+00,5.300542170648795626e+00,1.412450460009971920e+01
3.373325670029327483e+00,5.701226160526488229e+00,1.392980415060057808e+01
3.615652992777963703e+00,6.136535326559763526e+00,1.376729223809200420e+01
3.878101891865134210e+00,6.608441116200293841e+00,1.364056941966848591e+01
4.162331535545450656e+00,7.118802761882944807e+00,1.355385475948738438e+01
4.470010594556513617e+00,7.669262854879925762e+00,1.351206130546720274e+01
4.802789432912788925e+00,8.261111765785566163e+00,1.352087065758697193e+01
5.162260272369916692e+00,8.895114371193201919e+00,1.358680087829234928e+01
5.549902556299731060e+00,9.571292225672442200e+00,1.371725920539280708e+01
5.967010408503311325e+00,1.028865471473977777e+01,1.392056763247130746e+01
6.414598515952631530e+00,1.104487364463714627e+01,1.420594349530366607e+01
6.893283514905841791e+00,1.183590037628091096e+01,1.458341543146026176e+01
7.403137253009983709e+00,1.265552780873863803e+01,1.506364396792857896e+01
7.943510324928284128e+00,1.349491116881421071e+01,1.565761538557135424e+01
8.512825699780231403e+00,1.434207331451229273e+01,1.637617010341572410e+01
9.108345871132090821e+00,1.518143940018511273e+01,1.722932842417003130e+01
9.725922207764154948e+00,1.599347106339199343e+01,1.822538166616276456e+01
1.035974143001102377e+01,1.675449079836443289e+01,1.936973720666013321e+01
1.100209396561405129e+01,1.743682164777106891e+01,2.066353442238885307e+01
1.164319800536576999e+01,1.800937496410905680e+01,2.210210296180217071e+01
1.227112367686013883e+01,1.843882119912746020e+01,2.367340247492443694e+01
1.287186793439004440e+01,1.869143734404183022e+01,2.535666103647842462e+01
1.342963193616483153e+01,1.873564224293045299e+01,2.712150522502343719e+01
1.392734218584653405e+01,1.854509640593234820e+01,2.892791249981640789e+01
1.434743311653112130e+01,1.810206786377657195e+01,3.072729412949200878e+01
1.467287003186865491e+01,1.740059837632872330e+01,3.246489015767973285e+01
1.488834277350566815e+01,1.644887863678904338e+01,3.408344322577907093e+01
1.498150950122446368e+01,1.527024885283938005e+01,3.552781958586555788e+01
1.494413279282921181e+01,1.390240551492018639e+01,3.674996066920466120e+01
1.477293984473523381e+01,1.239471709215731643e+01,3.771336393220936856e+01
1.447006461938962296e+01,1.080395469945406717e+01,3.839629787152379947e+01
1.404299087054156736e+01,9.189107965127133681e+00,3.879317938476059879e+01
1.350399794500972384e+01,7.606153418235715336e+00,3.891392935139194975e+01
1.286919371311517146e+01,6.103616389207746629e+00,3.878154787612941590e+01
1.215728121708077580e+01,4.719526980720170961e+00,3.842848826393897355e+01
1.138823186479288552e+01,3.480015879686349400e+00,3.789256003496566194e+01
1.058202753623573322e+01,2.399445224395504006e+00,3.721304536424156595e+01
9.757595395760841228e+00,1.481719163061955058e+00,3.642752319827557983e+01
8.932007141496645986e+00,7.223085142505658585e-01,3.556964727271255811e+01
8.119963231029965200e+00,1.105404060076663753e-01,3.466789731332116986e+01
7.333542243371659275e+00,-3.681966607998393703e-01,3.374516442508387826e+01
6.582170406642354976e+00,-7.305547723803165194e-01,3.281895373050437570e+01
5.872755288105568461e+00,-9.937364872697669327e-01,3.190197552932889380e+01
5.209928121836465920e+00,-1.174423882813772524e+00,3.100292767087406176e+01
4.596346402324637204e+00,-1.288081762611384518e+00,3.012732177892359076e+01
4.033018718360233734e+00,-1.348564041204101782e+00,2.927825758685332147e+01
3.519624566009003086e+00,-1.367947024293514779e+00,2.845709343826853299e+01
3.054811460356784636e+00,-1.356520427839422505e+00,2.766399320938976558e+01
2.636459334323729475e+00,-1.322879562740536752e+00,2.689835081353904300e+01
2.261907896211074576e+00,-1.274075775133937993e+00,2.615910525740692805e+01
1.928146490361812404e+00,-1.215794623425478393e+00,2.544496433182201756e+01
1.631968452456935559e+00,-1.152541274841911045e+00,2.475455602054564608e+01
1.370093331381870394e+00,-1.087820276233689931e+00,2.408652517311972474e+01
1.139260947712258165e+00,-1.024302266112376847e+00,2.343959039536661493e+01
9.363014405405023499e-01,-9.639738314812027475e-01,2.281257328396098671e+01
7.581852542479988744e-01,-9.082692518997852460e-01,2.220440921851394123e+01
6.020567092383952712e-01,-8.581842678386181200e-01,2.161414661454791997e+01
4.652543730597983873e-01,-8.143729511300573654e-01,2.104093946793928538e+01
3.453210347018934034e-01,-7.772291443135352917e-01,2.048403659173508728e+01
2.400056570696049718e-01,-7.469541894002965643e-01,1.994276970582674124e+01
1.472592903106406392e-01,-7.236126767545432159e-01,1.941654173591436106e+01
6.522657975893342286e-02,-7.071778904353641648e-01,1.890481608470960495e+01
-7.765807354876579083e-03,-6.975685111510776526e-01,1.840710725392916558e+01
-7.322277824608500185e-02,-6.946779999364591784e-01,1.792297294423462972e+01
-1.324956317019260754e-01,-6.983979246605506175e-01,1.745200757730672692e+01
-1.867974063954916109e-01,-7.086363757094803484e-01,1.699383719258006309e+01
-2.372183437303485298e-01,-7.253324233911245811e-01,1.654811552124577290e+01
-2.847410960773941735e-01,-7.484674758917697623e-01,1.611452111805721898e+01
-3.302554422421642988e-01,-7.780742660354420526e-01,1.569275540142080771e+01
-3.745723794743033852e-01,-8.142440680157331245e-01,1.528254150320341864e+01
-4.184374835690675698e-01,-8.571326828871683734e-01,1.488362383469578276e+01
-4.625435339494187170e-01,-9.069656128293335229e-01,1.449576831215785866e+01
-5.075424034544248064e-01,-9.640427962975423037e-01,1.411876321486205299e+01
-5.540562575962117986e-01,-1.028743205857163945e+00,1.375242067692209069e+01
-6.026881299339681419e-01,-1.101529558643817408e+00,1.339657884412428501e+01
-6.540319529918774411e-01,-1.182953346157909369e+00,1.305110475709447471e+01
-7.086821359209053428e-01,-1.273660352473894308e+00,1.271589805401603535e+01
-7.672427847604248452e-01,-1.374396797465542441e+00,1.239089562062442340e+01
-8.303366646420906605e-01,-1.486016210072179211e+00,1.207607735542100436e+01
-8.986140023229087781e-01,-1.609487113532481306e+00,1.177147325567000635e+01
-9.727612222467203473e-01,-1.745901562105010019e+00,1.147717209154986229e+01
-1.053509706475879604e+00,-1.896484548496523148e+00,1.119333198592799583e+01
-1.141644656477316611e+00,-2.062604249874622209e+00,1.092019328998878080e+01
-1.238014126546946425e+00,-2.245783032264583312e+00,1.065809423355933383e+01
-1.343538273386019277e+00,-2.447709054319060940e+00,1.040748990860657841e+01
-1.459218849583866273e+00,-2.670248216493280591e+00,1.016897528044103360e+01
-1.586148932236441711e+00,-2.915456070292830049e+00,9.943313030360281246e+00
-1.725522835115775422e+00,-3.185589129888752868e+00,9.731467175285148485e+00
-1.878646094114937881e+00,-3.483114780009954004e+00,9.534643587957466693e+00
-2.046945333466237305e+00,-3.810718656003698079e+00,9.354338695155579586e+00
-2.231977712216172360e+00,-4.171307941874506042e+00,9.192397801172333516e+00
-2.435439535434079872e+00,-4.568008587144638533e+00,9.051084552901812685e+00
-2.659173250815157097e+00,-5.004152958048043054e+00,8.933163664452177244e+00
-2.905172197194926476e+00,-5.483255409419486526e+00,8.841997613452777571e+00
-3.175581607336007917e+00,-6.008969124141682272e+00,8.781660041080819212e+00
-3.472694338765585087e+00,-6.585018760639476554e+00,8.757065959891328077e+00
-3.798939060310840166e+00,-7.215099833390662631e+00,8.774119405444320563e+00
-4.156857971985253641e+00,-7.902734196712587256e+00,8.839876896151242391e+00
-4.549070211400776387e+00,-8.651068114360706218e+00,8.962722709245205976e+00
-4.978216075362277060e+00,-9.462596847196806493e+00,9.152547907743119993e+00
-5.446876142141776178e+00,-1.033879732884149583e+01,9.420919278601978419e+00
-5.957457773840910242e+00,-1.127964834103483938e+01,9.781215666850822998e+00
-6.512040551213923223e+00,-1.228301859408029095e+01,1.024869796384848541e+01
-7.112171126730396864e+00,-1.334390693840866682e+01,1.084046389145816036e+01
-7.758597747087177865e+00,-1.445352980649401964e+01,1.157521938843994214e+01
-8.450936564158517683e+00,-1.559827165876216526e+01,1.247278219357587048e+01
-9.187264831237968110e+00,-1.675854840563071591e+01,1.355320910579074756e+01
-9.963644411326859185e+00,-1.790768653039456026e+01,1.483543432316599819e+01
-1.077359145357211467e+01,-1.901099298373004132e+01,1.633531269766687188e+01
-1.160752748153754510e+01,-2.002527780450122563e+01,1.806300947068150009e+01
-1.245227304122207812e+01,-2.089918039917706238e+01,2.001977632793493100e+01
-1.329067594349335302e+01,-2.157470929498407841e+01,2.219432308455781921e+01
-1.410149671250372627e+01,-2.199038679281629882e+01,2.455923192441722591e+01
-1.485969165630688060e+01,-2.208623029319904774e+01,2.706812794586574000e+01
-1.553723004199174973e+01,-2.181046520777176667e+01,2.965455100307037384e+01
-1.610453273020807430e+01,-2.112733444778932324e+01,3.223351697103457525e+01
-1.653252229684848018e+01,-2.002476260674033881e+01,3.470648964122324998e+01
-1.679513177731686113e+01,-1.852015601517063814e+01,3.696981989418831205e+01
-1.687196335831501415e+01,-1.666255603367600102e+01,3.892573802993802445e+01
-1.675066869538675007e+01,-1.452991250522181588e+01,4.049399999332884192e+01
-1.642859807896018864e+01,-1.222139002842646072e+01,4.162171834671591597e+01
-1.591336735494899557e+01,-9.846002438705200532e+00,4.228910706319612700e+01
-1.522220503597196561e+01,-7.509948598553184418e+00,4.250987325285625928e+01
-1.438020290988683847e+01,-5.305327859494472165e+00,4.232644235570752755e+01
-1.341781501996897674e+01,-3.302337339699080943e+00,4.180152316726783113e+01
-1.236806393844612018e+01,-1.545891358378390201e+00,4.100821572703416251e+01
-1.126389732139985611e+01,-5.637423647100120450e-02,4.002077675497832843e+01
-1.013602346202085513e+01,1.166620179295053461e+00,3.890749887895885450e+01
-9.011394261931236827e+00,2.139017458623071022e+00,3.772629168706664871e+01
-7.912354494545110306e+00,2.886756065383688341e+00,3.652281882678095570e+01
-6.856369768631550343e+00,3.440929941990744645e+00,3.533060815875887783e+01
-5.856191982958302233e+00,3.834017835311257727e+00,3.417241537010886532e+01
-4.920311140623879531e+00,4.097281125848178718e+00,3.306219248970361235e+01
-4.053559981427245162e+00,4.259192035678709409e+00,3.200718051022855803e+01
-3.257770211163113494e+00,4.344664211027716938e+00,3.100983129389983617e+01
-2.532410432996228256e+00,4.374842605375187432e+00,3.006941296866595792e+01
-1.875164954461520095e+00,4.367246266107924768e+00,2.918325981163416927e+01
